degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,project_exp,package
7,18,7,3,10,4,3,1,1,6,10,17.01
5,20,1,2,9,5,2,5,2,6,18,15.08
6,7,6,1,3,3,2,1,0,1,0,12.82
4,5,8,3,3,2,4,3,0,1,0,13.46
3,1,1,1,3,3,2,1,5,1,15,12.76
1,3,2,2,6,1,4,4,3,4,18,16.79
1,8,3,2,6,0,2,5,1,4,6,15.93
7,15,7,3,8,0,1,3,5,2,40,17.08
1,10,8,3,7,2,2,4,0,5,0,17.82
5,2,9,2,9,3,2,1,5,1,45,15.52
1,20,7,3,3,2,1,5,3,4,9,13.06
1,5,8,3,5,2,2,2,4,6,20,13.66
2,19,6,3,3,3,1,2,0,2,0,16.0
6,11,1,2,4,3,2,5,4,3,16,15.06
1,1,3,3,9,5,3,3,2,6,18,15.82
4,15,9,3,10,2,4,4,1,2,10,15.26
1,18,7,2,2,1,5,2,2,1,4,12.29
6,16,2,2,0,3,3,2,2,6,0,15.36
2,9,1,2,1,2,3,3,3,1,3,14.43
6,1,2,2,1,2,4,4,5,6,5,14.35
2,11,3,2,7,2,3,1,2,6,14,12.09
5,9,6,2,3,1,1,4,4,4,12,12.56
2,11,9,2,2,4,3,3,4,4,8,14.97
5,13,8,3,3,4,5,3,4,5,12,15.57
5,2,10,1,9,3,1,4,5,3,45,16.24
2,14,9,2,0,4,4,3,0,3,0,17.06
4,6,8,2,0,0,4,2,5,4,0,11.41
3,8,7,2,4,5,4,3,3,6,12,17.49
2,18,6,2,6,3,1,1,5,6,30,14.23
4,12,6,2,6,2,4,5,4,1,24,17.18
4,11,2,3,10,5,5,2,0,2,0,19.34
1,6,9,3,4,0,2,2,5,1,20,14.91
3,3,9,3,2,4,2,2,2,1,4,13.64
4,14,3,3,7,3,2,4,2,2,14,18.88
5,2,9,3,6,5,4,5,2,2,12,18.53
7,3,3,3,0,1,4,2,2,1,0,15.28
1,18,6,2,2,1,2,4,0,3,0,12.33
3,1,4,1,10,2,5,3,0,3,0,17.22
2,1,8,2,7,0,4,5,5,2,35,16.78
3,12,1,3,1,3,4,1,5,2,5,13.58
5,15,6,1,8,1,4,5,2,2,16,15.07
2,5,2,3,3,5,1,1,3,3,9,14.42
6,6,6,2,6,1,5,1,1,4,6,13.03
1,16,1,3,9,5,5,3,4,1,36,18.23
1,12,2,2,6,4,5,1,2,1,12,17.36
3,12,9,2,7,4,5,3,2,1,14,17.17
4,3,6,1,6,0,2,2,5,1,30,12.72
2,2,8,2,10,4,4,5,4,6,40,19.71
6,7,7,2,3,0,5,1,1,1,3,14.93
2,2,9,3,6,3,3,3,5,1,30,14.72
1,7,9,2,4,3,3,2,2,4,8,12.79
2,11,4,3,9,3,2,5,2,3,18,16.06
6,11,7,2,6,4,3,2,1,3,6,14.7
4,14,5,1,2,4,3,4,4,2,8,16.21
3,3,7,2,9,2,3,5,0,4,0,18.06
5,14,4,1,10,1,2,3,2,3,20,12.23
2,11,10,3,6,5,4,1,2,5,12,17.62
5,4,1,3,6,3,2,3,5,4,30,14.31
3,16,10,3,7,1,1,3,1,4,7,13.53
3,10,9,3,8,3,3,5,3,3,24,16.93
2,15,5,3,3,5,4,4,5,6,15,19.95
4,8,4,3,8,1,3,2,5,3,40,17.02
3,18,8,2,0,1,1,3,0,4,0,13.6
2,3,5,2,4,4,3,4,1,5,4,17.11
2,7,3,2,9,1,4,4,0,4,0,14.15
3,20,8,3,3,4,3,2,5,3,15,15.32
2,9,2,2,6,3,4,4,4,1,24,18.5
5,14,8,3,8,5,4,1,5,2,40,19.28
7,11,8,2,4,5,1,5,4,6,16,18.07
5,1,5,3,1,2,1,3,3,4,3,13.99
5,4,1,2,4,0,4,5,1,5,4,16.51
2,6,2,2,7,5,1,5,2,5,14,15.88
1,5,6,1,3,1,1,2,3,5,9,13.09
1,3,3,2,1,5,4,1,5,6,5,16.92
4,2,8,3,7,1,4,1,3,1,21,14.94
1,3,5,2,3,0,1,2,0,4,0,11.3
5,9,3,1,4,2,1,2,4,2,16,14.75
4,19,10,2,6,5,1,4,5,3,30,13.87
2,19,7,2,10,3,4,1,5,1,50,15.61
7,18,4,2,9,0,2,4,5,4,45,16.75
7,11,9,1,3,5,3,1,1,4,3,15.98
5,12,6,3,6,1,2,3,2,2,12,15.32
5,3,1,3,3,3,4,5,1,6,3,17.9
2,6,5,3,3,2,4,4,1,3,3,15.89
6,7,7,3,1,3,1,1,5,3,5,14.94
5,1,7,3,4,2,3,2,0,3,0,12.52
6,18,8,3,3,3,4,5,3,1,9,17.3
1,13,2,2,10,0,5,2,1,4,10,15.72
2,19,7,2,1,3,1,2,3,2,3,12.79
7,7,10,3,8,0,5,2,4,2,32,16.71
7,19,7,2,5,1,3,2,3,6,15,13.39
6,9,4,3,2,1,5,4,4,2,8,14.26
7,3,10,3,9,2,5,5,1,2,9,19.31
2,12,2,2,10,3,1,2,0,3,0,17.07
1,20,4,3,4,5,5,2,0,6,0,14.79
2,18,4,2,5,3,1,1,3,2,15,13.36
6,9,7,2,4,5,4,3,4,2,16,16.73
2,13,3,3,8,2,1,2,0,2,0,15.85
7,8,10,2,0,2,4,4,0,2,0,15.61
3,10,1,3,9,5,2,2,5,3,45,15.92
1,17,1,3,1,3,5,5,2,4,2,19.29
6,3,6,2,10,4,3,4,5,1,50,15.63
5,1,7,3,0,0,5,1,5,6,0,14.95
7,10,2,1,9,4,4,3,1,4,9,14.9
5,14,4,1,2,2,4,4,4,1,8,13.58
1,13,10,3,10,5,3,4,4,3,40,20.57
1,9,9,2,5,0,1,3,3,4,15,11.49
6,6,6,1,0,2,5,3,2,1,0,15.51
5,6,4,1,10,1,2,2,0,2,0,11.54
5,10,10,1,2,0,1,3,5,6,10,11.82
1,3,9,3,8,5,2,2,2,2,16,16.9
7,18,4,3,1,5,4,4,5,6,5,19.71
2,19,9,3,5,2,2,5,3,4,15,16.48
3,5,2,1,2,1,5,2,2,2,4,13.92
7,11,7,1,5,4,5,3,1,3,5,16.35
4,10,5,2,10,0,4,1,2,2,20,16.43
2,17,8,3,10,5,4,3,1,5,10,21.2
1,18,4,2,6,3,1,2,4,3,24,16.15
3,18,4,1,1,4,2,5,5,6,5,15.47
3,1,8,3,2,4,4,5,3,5,6,18.05
1,8,7,1,7,1,3,4,2,2,14,12.93
6,15,10,2,8,3,4,2,0,2,0,16.03
1,2,4,3,0,5,4,3,2,2,0,16.37
6,4,9,3,1,1,5,4,5,2,5,14.42
1,1,10,3,6,5,2,1,0,1,0,16.59
5,19,4,3,10,2,1,2,0,5,0,15.77
6,10,8,3,2,5,5,4,0,3,0,16.21
2,1,6,3,5,0,1,5,3,1,15,14.91
6,20,5,2,7,2,4,5,0,5,0,15.59
7,15,4,1,4,5,1,2,2,3,8,14.73
5,4,5,3,0,5,1,4,5,4,0,17.6
4,7,1,2,9,5,5,3,2,4,18,14.73
6,7,7,3,2,2,4,2,0,3,0,13.85
7,18,8,1,10,5,2,3,3,3,30,14.88
7,13,9,3,1,4,3,1,1,3,1,17.32
1,8,9,3,4,4,4,2,3,4,12,16.68
1,14,5,3,1,5,2,3,2,3,2,16.55
4,14,10,2,5,1,3,1,4,3,20,15.37
3,11,1,1,4,5,3,5,1,5,4,16.99
1,6,9,3,5,0,2,5,5,6,25,15.04
7,1,9,2,4,1,1,4,3,2,12,14.14
7,19,6,3,6,2,3,2,1,2,6,16.37
2,7,8,3,4,0,2,3,4,1,16,13.64
7,18,4,3,6,5,4,3,3,5,18,18.34
6,20,5,2,8,3,3,3,0,3,0,14.35
6,11,7,3,5,4,3,5,4,6,20,15.87
7,5,7,3,8,1,3,4,1,5,8,17.63
2,19,7,1,0,3,3,3,1,6,0,12.11
1,2,5,1,1,0,5,1,0,4,0,14.05
5,4,4,1,6,5,3,2,3,6,18,14.46
2,10,8,2,3,0,1,1,4,5,12,10.27
5,8,1,3,0,0,4,3,4,1,0,13.53
7,1,6,3,4,3,5,4,4,2,16,17.22
5,11,3,3,5,1,1,4,1,4,5,14.33
7,10,4,2,6,5,3,3,0,6,0,17.71
4,13,2,2,10,4,3,3,5,2,50,16.46
3,1,10,3,2,3,2,5,3,6,6,15.69
5,2,7,3,5,3,5,1,0,1,0,16.54
3,3,10,1,1,2,2,1,2,6,2,10.28
5,9,1,2,9,5,5,4,0,3,0,20.06
3,5,3,1,3,5,5,2,2,2,6,17.19
4,10,2,2,9,4,3,3,0,1,0,17.88
1,12,8,3,6,2,4,4,4,4,24,19.39
3,18,3,3,1,1,1,5,5,4,5,15.28
4,1,5,2,5,0,1,1,3,4,15,13.96
3,3,3,3,3,5,3,1,4,6,12,17.84
6,5,6,2,7,5,1,4,1,1,7,17.25
3,17,5,3,7,4,5,2,3,2,21,18.17
4,8,2,2,0,2,1,1,4,4,0,11.18
7,17,10,3,7,0,4,5,0,1,0,15.77
4,9,8,3,9,0,1,3,3,4,27,17.13
6,17,3,2,0,5,4,2,4,1,0,12.9
7,8,1,3,2,0,4,4,3,6,6,13.62
2,7,5,3,4,1,3,2,4,5,16,14.03
6,7,2,3,2,1,4,5,1,1,2,16.09
7,15,2,2,2,2,3,2,4,4,8,14.64
3,7,9,1,0,0,5,3,5,2,0,13.69
7,8,10,2,7,2,2,1,1,4,7,11.55
4,9,7,2,8,3,1,1,4,6,32,12.81
2,15,6,3,4,5,4,4,3,5,12,18.18
3,2,1,3,0,1,1,5,0,5,0,13.57
6,15,2,3,8,5,2,2,4,2,32,18.55
7,18,7,1,0,4,4,2,5,1,0,14.0
4,18,3,2,8,3,3,2,4,5,32,13.04
3,10,2,2,2,1,3,5,4,1,8,15.74
2,18,6,3,2,0,4,1,2,4,4,13.88
2,1,8,3,3,5,4,3,1,1,3,17.41
7,7,8,2,4,0,5,3,0,3,0,15.05
4,3,2,3,5,5,2,2,1,6,5,18.63
3,14,6,1,5,0,4,2,4,4,20,11.34
5,12,5,2,9,5,3,2,4,1,36,14.5
6,14,7,2,8,2,2,5,1,4,8,13.94
6,4,4,2,0,1,4,3,1,6,0,14.32
3,13,2,3,8,2,2,4,5,6,40,15.07
5,16,10,3,3,1,5,1,1,4,3,14.54
2,16,3,2,6,4,4,4,2,5,12,17.37
7,5,9,2,5,2,4,1,1,2,5,14.89
1,20,10,1,8,1,2,5,4,4,32,13.79
1,6,8,2,1,4,4,1,0,3,0,15.33
7,6,9,2,10,1,2,5,3,4,30,18.43
3,18,5,2,1,3,2,3,5,1,5,11.47
5,6,5,3,6,5,4,1,1,3,6,17.76
6,16,7,2,4,0,5,2,1,4,4,12.11
4,13,5,2,10,4,3,3,0,4,0,18.07
5,12,8,2,7,0,2,5,1,3,7,15.13
7,19,7,2,7,4,3,4,1,2,7,14.12
4,1,2,2,3,0,4,4,5,3,15,15.95
1,8,8,2,9,0,5,4,1,2,9,15.88
2,19,10,3,0,2,1,4,3,2,0,16.05
7,5,1,3,3,3,2,1,5,3,15,13.43
2,17,3,3,4,4,3,4,5,1,20,15.64
4,3,3,2,9,1,5,2,4,6,36,13.73
3,19,6,2,6,3,5,1,0,3,0,15.11
5,1,3,2,5,3,5,3,1,6,5,17.53
7,1,7,1,3,4,3,5,2,1,6,14.66
3,20,8,2,2,4,3,5,0,1,0,14.74
4,9,3,2,10,1,4,1,1,1,10,16.11
6,7,1,1,9,3,3,5,1,1,9,14.69
3,17,3,2,2,5,2,1,0,4,0,13.53
4,17,7,2,3,5,1,5,0,6,0,14.82
4,12,4,2,8,1,1,4,4,5,32,12.01
3,4,2,2,6,1,2,4,5,4,30,16.0
1,5,3,2,2,2,3,4,2,4,4,15.26
4,5,7,1,7,1,4,4,3,6,21,13.43
7,13,10,3,7,2,3,4,3,6,21,14.85
4,11,7,2,10,0,3,2,4,5,40,15.35
3,8,2,2,0,1,1,3,5,4,0,10.49
3,8,7,1,4,2,2,5,0,6,0,13.83
6,1,6,2,4,2,5,1,1,3,4,11.82
4,13,10,2,2,3,5,3,2,2,4,14.43
3,5,4,3,1,2,4,3,5,1,5,14.23
7,8,5,3,0,3,2,2,0,2,0,12.57
2,17,8,1,3,5,1,2,5,6,15,13.5
2,9,3,2,9,5,4,2,2,5,18,16.26
1,2,2,1,1,2,3,5,1,6,1,12.29
7,19,6,3,4,2,3,5,5,5,20,14.21
4,20,6,1,10,0,1,4,3,4,30,11.93
6,17,7,2,9,2,5,2,1,3,9,17.07
3,7,8,3,1,4,3,4,3,4,3,13.68
3,19,8,3,9,5,4,2,5,3,45,20.43
4,19,1,3,9,4,5,2,2,5,18,19.86
1,9,6,3,9,0,1,2,5,6,45,16.62
7,10,6,2,9,2,4,2,4,6,36,16.21
3,14,3,1,8,0,2,5,1,6,8,15.46
2,18,9,3,1,2,4,4,2,6,2,16.85
3,15,5,3,9,3,1,5,0,4,0,17.1
4,1,1,2,3,0,4,4,0,4,0,15.39
7,6,7,3,2,5,3,1,3,5,6,17.24
6,15,10,1,0,4,1,2,5,3,0,10.66
7,6,3,2,7,4,3,3,5,3,35,17.32
3,1,10,2,10,2,5,3,3,3,30,16.72
3,3,4,3,7,2,1,1,5,6,35,14.92
5,17,6,2,0,0,3,3,5,4,0,12.26
1,16,8,3,5,5,5,1,1,2,5,18.71
2,8,4,2,3,1,5,5,4,2,12,14.31
5,17,9,2,2,2,3,1,1,6,2,14.97
6,17,10,1,9,1,2,5,2,2,18,13.51
1,9,10,3,10,2,1,3,4,3,40,17.87
2,12,6,2,0,0,5,4,0,3,0,11.7
3,19,7,2,10,5,1,4,2,5,20,18.55
7,4,8,3,6,1,5,4,2,6,12,18.49
2,11,2,3,5,0,4,2,1,5,5,14.31
3,4,5,2,2,0,4,3,3,3,6,16.17
1,14,7,3,1,5,5,1,5,4,5,16.38
3,14,8,3,9,2,2,4,1,6,9,15.62
7,17,3,3,7,1,1,2,4,1,28,16.48
4,2,6,2,10,0,3,3,0,5,0,15.69
3,8,5,1,6,1,1,1,2,5,12,12.4
6,4,8,2,6,0,1,4,3,3,18,12.44
4,10,9,2,4,2,1,1,5,5,20,13.87
1,4,6,2,2,2,5,1,5,3,10,12.8
1,16,4,1,0,2,1,2,5,4,0,13.37
7,14,4,3,0,1,3,1,4,5,0,13.6
7,16,9,2,5,1,2,2,3,3,15,12.57
2,9,4,3,3,5,2,3,4,3,12,17.28
6,4,8,2,6,1,4,3,3,4,18,13.42
6,6,9,3,9,3,4,3,1,5,9,18.81
7,1,5,1,9,1,3,3,5,1,45,14.18
5,1,3,2,0,5,5,5,5,1,0,16.83
4,19,5,2,5,0,4,2,0,4,0,12.32
4,8,5,2,6,5,1,2,2,4,12,16.02
5,3,2,3,0,3,2,5,2,4,0,17.81
7,1,10,3,1,3,3,2,1,1,1,17.53
7,1,6,3,8,0,5,2,5,5,40,16.57
4,7,9,1,8,1,5,3,1,2,8,17.17
3,13,7,2,5,5,4,2,0,1,0,16.31
7,1,8,3,10,4,1,2,2,3,20,16.13
5,16,2,2,3,2,5,4,2,3,6,16.31
6,14,9,3,6,3,2,2,5,4,30,18.47
7,4,3,2,4,0,2,5,0,4,0,13.37
7,12,10,3,2,4,3,2,4,2,8,15.28
3,12,5,3,3,2,3,5,1,6,3,19.11
7,15,4,1,5,1,2,5,0,3,0,11.37
2,3,8,3,6,2,5,2,5,6,30,15.41
5,20,10,3,3,2,1,4,0,4,0,14.59
1,20,10,1,7,1,3,4,5,3,35,12.4
4,12,4,2,10,1,3,2,4,3,40,13.55
6,1,5,3,0,1,3,4,5,4,0,15.03
2,1,3,2,8,0,5,1,3,6,24,12.63
1,10,5,3,2,3,4,1,2,6,4,17.49
2,18,8,3,2,4,3,3,5,5,10,17.86
5,15,3,3,4,0,3,3,5,5,20,14.53
4,2,5,1,9,0,1,1,1,2,9,10.51
6,8,1,1,2,2,4,2,0,2,0,13.46
4,9,2,3,3,4,4,2,1,6,3,16.52
2,20,3,2,1,1,4,3,2,4,2,12.52
1,11,1,1,5,2,4,1,5,6,25,11.81
5,6,9,2,9,0,1,5,2,3,18,16.05
5,14,9,2,3,4,3,2,5,5,15,14.96
4,1,5,3,0,0,1,4,0,5,0,16.25
1,9,5,3,6,0,2,4,5,1,30,13.5
1,19,7,2,10,5,3,4,4,6,40,18.64
2,2,8,3,5,5,2,1,3,3,15,15.34
4,15,2,1,0,0,3,4,2,6,0,10.81
4,3,4,1,1,3,4,1,5,1,5,11.06
5,7,9,3,10,2,1,3,1,6,10,18.12
2,12,5,1,5,2,2,1,1,6,5,14.01
1,4,6,2,1,2,5,3,2,3,2,15.57
4,10,8,3,1,2,3,4,3,5,3,15.33
2,6,5,1,3,3,5,3,1,4,3,15.31
4,14,9,2,7,2,4,4,5,1,35,16.2
1,3,4,2,5,4,1,5,4,2,20,14.86
1,11,3,2,3,4,4,5,3,3,9,14.29
1,10,5,3,10,3,2,4,1,5,10,17.16
1,10,8,2,2,4,4,1,0,6,0,15.02
4,10,10,2,6,5,3,2,5,4,30,16.26
3,3,7,1,6,4,2,4,4,2,24,16.29
1,15,1,3,1,0,5,4,1,1,1,15.25
5,17,4,2,0,4,4,2,1,2,0,11.98
5,18,2,3,10,5,5,2,0,3,0,20.57
2,19,2,2,7,0,3,5,0,6,0,15.79
2,12,3,3,5,2,3,4,1,6,5,18.09
5,5,3,3,6,4,5,3,4,4,24,16.18
7,16,6,1,7,4,5,2,0,2,0,17.83
5,15,6,3,5,1,1,1,3,3,15,15.94
6,15,1,3,6,2,2,4,1,6,6,13.68
1,6,1,1,4,4,4,3,3,2,12,13.26
7,12,6,2,2,4,2,1,1,2,2,16.75
5,2,7,2,1,1,3,5,0,5,0,12.85
4,20,9,2,6,0,4,3,2,4,12,16.1
4,9,4,3,7,2,1,1,1,6,7,12.8
2,4,10,1,7,1,2,4,5,5,35,15.24
7,5,6,1,2,2,3,3,0,4,0,14.38
2,8,3,2,1,2,4,2,0,5,0,15.7
1,10,4,3,8,0,4,1,0,6,0,16.7
1,7,9,3,5,0,3,4,3,3,15,12.95
6,14,1,1,9,3,5,3,0,5,0,15.31
3,5,5,2,2,1,2,1,3,5,6,11.85
2,16,7,2,4,5,4,5,4,2,16,17.13
1,15,3,3,0,1,5,5,5,1,0,15.06
2,5,2,2,1,2,1,2,5,6,5,12.08
1,3,2,3,8,3,4,3,5,5,40,18.7
5,10,1,2,9,3,4,3,2,1,18,14.91
2,5,5,2,10,2,1,2,5,3,50,17.12
5,15,3,3,9,0,1,3,0,5,0,14.01
2,18,7,3,2,3,4,5,4,4,8,17.15
3,8,1,2,7,1,3,5,0,3,0,17.15
6,2,9,3,9,0,1,2,4,3,36,16.07
4,8,2,2,7,4,5,4,5,5,35,17.34
4,8,8,2,4,3,1,2,0,5,0,13.61
4,4,10,3,7,2,4,5,2,2,14,18.08
5,19,4,3,1,1,4,2,0,6,0,16.8
7,18,6,3,1,3,2,5,3,2,3,14.55
1,1,9,2,3,2,5,4,0,4,0,13.43
4,20,7,3,7,1,2,5,1,6,7,16.87
3,15,8,1,1,3,1,3,3,2,3,13.15
4,18,7,1,3,1,2,1,4,2,12,10.87
2,12,2,3,7,4,4,4,5,5,35,17.36
5,1,9,2,2,1,3,1,5,2,10,10.52
7,7,1,3,7,2,1,4,0,5,0,14.81
2,19,2,2,1,3,4,4,5,3,5,16.95
7,1,3,2,0,2,1,4,5,6,0,13.51
2,7,3,3,5,4,2,4,5,5,25,14.73
2,2,10,3,7,5,2,5,0,1,0,20.61
6,7,4,2,8,0,1,3,0,1,0,12.58
6,19,5,2,9,1,1,5,1,1,9,13.83
1,13,6,3,7,2,2,5,2,1,14,19.18
5,5,1,2,1,5,1,3,2,2,2,13.06
3,19,8,1,0,3,2,4,3,1,0,16.07
3,1,6,3,6,3,1,3,3,5,18,16.71
3,1,10,1,6,0,3,1,1,3,6,11.9
2,18,9,3,2,3,1,3,5,4,10,16.29
6,1,5,3,5,4,1,5,1,4,5,16.74
5,5,7,3,6,0,4,4,1,3,6,17.98
2,9,4,2,8,4,3,5,4,2,32,14.83
7,12,6,3,0,1,2,1,5,6,0,15.48
6,9,6,1,2,4,2,4,5,6,10,16.89
6,18,4,1,4,1,5,2,1,5,4,12.87
4,1,8,2,7,0,3,5,1,4,7,13.24
5,19,5,1,9,1,1,3,1,3,9,12.79
5,2,9,2,1,4,2,5,2,2,2,13.93
5,7,4,2,0,4,2,1,0,3,0,14.28
2,20,4,3,9,3,4,4,0,4,0,17.09
1,2,7,1,4,4,4,4,2,3,8,17.6
5,19,10,3,10,3,3,3,1,3,10,17.22
4,6,10,2,8,4,4,5,5,3,40,16.32
1,10,6,3,9,2,4,5,4,5,36,16.44
2,9,4,2,8,3,1,2,4,2,32,15.76
1,8,6,3,0,0,3,2,3,6,0,14.82
1,20,6,1,4,5,2,3,1,2,4,16.76
5,20,3,3,3,5,4,5,3,4,9,16.05
7,8,10,1,3,1,4,2,3,6,9,13.97
5,15,5,2,4,0,2,1,2,1,8,13.92
7,2,10,3,1,3,4,5,5,5,5,16.77
4,1,2,2,9,2,5,2,1,6,9,14.0
3,9,7,1,0,1,3,1,4,6,0,9.56
4,9,7,3,6,2,4,1,1,6,6,13.86
5,13,4,1,6,4,5,2,4,3,24,15.87
5,8,6,3,7,4,5,2,5,4,35,18.47
5,5,1,1,9,2,2,2,4,1,36,14.72
6,3,2,1,5,3,3,3,3,5,15,16.03
3,4,6,2,0,2,2,4,0,1,0,11.15
7,17,2,3,7,2,1,4,0,4,0,16.42
5,16,4,3,1,2,3,4,0,3,0,14.89
5,16,4,1,2,1,1,3,4,5,8,12.61
4,3,9,2,3,2,5,4,1,1,3,16.4
4,6,10,3,4,5,1,3,1,3,4,15.75
5,1,7,2,8,3,3,3,5,5,40,15.38
2,16,7,2,10,4,3,2,1,5,10,18.25
6,15,1,2,6,4,1,1,5,2,30,16.83
4,7,5,2,9,4,3,3,4,3,36,14.97
2,2,3,2,6,0,2,5,4,4,24,14.94
3,6,4,3,7,4,5,1,3,1,21,18.18
1,2,8,3,9,1,4,5,4,3,36,16.1
1,17,4,2,0,1,1,4,2,1,0,12.83
5,1,8,2,9,1,1,3,1,3,9,16.22
4,1,4,1,1,5,1,2,1,3,1,12.46
2,4,3,3,3,1,1,2,0,2,0,15.28
3,20,5,2,8,2,2,5,3,2,24,15.57
7,16,5,3,6,1,1,1,1,2,6,16.3
6,8,10,2,6,0,5,4,4,2,24,12.05
5,1,10,3,9,1,4,3,3,3,27,15.27
3,11,8,2,4,1,5,3,0,4,0,16.25
4,17,8,3,0,4,1,2,0,6,0,14.25
6,10,8,3,4,1,4,4,0,3,0,16.6
3,12,10,3,7,3,2,5,4,1,28,16.46
4,9,4,3,6,2,4,2,0,4,0,14.0
2,7,9,1,6,4,5,1,2,6,12,15.24
4,12,10,3,1,0,4,4,4,6,4,14.03
2,15,3,3,0,1,5,1,2,2,0,16.02
2,8,7,2,3,4,1,3,0,6,0,14.41
7,17,6,1,7,5,4,2,3,1,21,14.15
7,5,9,1,0,2,5,4,4,1,0,11.57
3,14,4,1,1,5,2,2,2,4,2,12.41
4,2,4,3,6,1,2,4,4,2,24,14.76
7,16,6,2,4,2,3,3,2,3,8,12.64
2,17,8,1,5,0,4,4,5,3,25,12.7
7,3,3,2,7,4,1,3,4,2,28,17.49
3,18,8,1,7,2,4,2,2,2,14,15.92
4,18,7,1,0,3,2,2,2,6,0,12.16
1,15,5,3,3,5,2,1,3,6,9,16.48
4,19,2,1,4,4,4,1,1,4,4,12.47
3,19,2,2,8,1,1,4,2,2,16,17.47
6,10,10,1,5,5,1,2,0,3,0,12.81
4,5,8,1,5,0,3,1,0,4,0,11.57
1,19,6,2,2,3,1,5,5,3,10,17.28
2,7,3,1,1,1,5,5,3,3,3,14.88
5,5,1,2,6,0,5,1,1,4,6,16.03
5,20,6,2,4,2,1,3,2,3,8,14.73
2,12,2,3,9,5,5,5,0,2,0,20.36
4,15,5,3,4,4,3,2,0,1,0,16.86
5,12,5,3,10,4,2,4,4,2,40,20.39
7,4,10,3,0,2,2,3,4,4,0,14.82
5,12,8,2,8,1,4,2,2,3,16,15.35
2,18,6,3,7,1,3,2,4,3,28,16.76
4,17,3,1,3,5,4,1,1,6,3,14.88
4,19,9,1,10,3,1,4,5,5,50,17.21
7,16,10,1,0,5,3,4,4,4,0,12.25
2,11,4,3,10,3,5,3,1,1,10,18.0
7,2,10,2,7,3,1,3,4,3,28,15.41
4,16,4,3,4,2,5,4,2,4,8,14.75
4,1,2,2,0,2,1,5,1,6,0,15.8
3,17,3,3,1,3,1,5,5,4,5,17.86
7,18,4,3,4,1,1,2,5,2,20,13.21
3,13,7,3,8,0,1,4,5,3,40,14.93
2,5,3,2,9,3,3,2,3,6,27,16.87
6,6,8,3,7,1,3,5,5,2,35,16.1
5,1,8,3,10,1,1,3,2,5,20,18.13
3,10,10,2,9,4,4,4,1,5,9,15.81
5,5,2,2,7,5,1,1,0,4,0,16.95
1,1,4,3,8,0,1,2,5,3,40,14.18
2,11,8,2,1,3,4,4,0,5,0,14.67
6,7,1,3,6,0,4,1,3,6,18,12.9
1,18,1,1,9,3,1,2,0,3,0,16.54
1,20,4,2,4,5,2,5,2,1,8,16.2
4,10,2,1,2,0,2,2,5,6,10,10.19
1,15,1,2,9,0,4,3,1,6,9,12.24
2,4,8,2,7,1,1,2,5,6,35,13.24
2,15,4,1,3,0,5,4,4,1,12,13.56
3,15,3,3,4,5,1,4,4,5,16,19.14
1,12,2,3,4,3,1,5,0,4,0,16.47
1,8,8,2,3,1,1,3,3,5,9,11.31
6,8,3,2,2,0,5,3,3,5,6,12.12
1,6,10,2,4,1,4,1,4,4,16,15.7
4,5,5,1,9,2,3,2,3,2,27,12.72
5,2,9,2,5,3,4,4,3,6,15,14.22
6,12,3,3,0,2,4,5,0,1,0,18.88
2,4,5,1,10,1,2,5,5,2,50,15.0
6,13,10,2,3,5,4,4,2,6,6,16.65
5,17,6,3,9,5,4,4,2,2,18,21.62
3,16,9,3,9,0,4,1,1,6,9,15.63
2,9,8,3,5,3,4,3,2,4,10,15.86
3,15,2,2,9,3,2,5,0,4,0,15.19
7,12,5,3,4,2,5,2,5,1,20,15.98
7,5,5,3,10,3,1,1,0,4,0,18.04
6,18,5,2,8,0,5,2,5,3,40,17.05
1,20,4,2,2,3,2,2,2,1,4,14.39
7,2,8,2,2,4,4,3,1,1,2,15.57
6,4,5,2,8,5,5,2,2,6,16,14.78
5,6,10,3,3,2,3,5,2,4,6,14.99
4,12,5,2,8,1,3,4,4,2,32,15.86
1,18,1,2,3,2,2,3,5,3,15,15.51
6,20,4,1,4,4,5,4,1,1,4,16.39
4,4,1,3,1,4,3,2,5,3,5,13.77
4,1,6,1,7,5,2,5,2,1,14,16.01
7,15,6,1,8,2,2,4,0,4,0,13.14
3,18,1,3,9,5,2,5,5,5,45,16.53
5,14,8,2,3,3,5,4,2,4,6,14.5
5,3,4,1,2,4,5,1,3,1,6,16.08
2,3,3,3,0,3,5,2,4,5,0,15.18
1,7,7,2,10,5,5,5,1,4,10,16.09
6,6,10,1,10,2,1,5,5,6,50,13.05
4,1,10,3,1,0,5,3,4,2,4,12.52
4,19,8,3,9,1,5,3,2,1,18,18.57
2,7,5,3,4,4,3,1,1,1,4,14.05
2,12,2,2,5,3,3,1,0,5,0,16.67
4,20,4,3,2,1,1,4,4,5,8,13.1
1,9,5,3,6,1,1,3,1,3,6,14.22
5,19,6,3,2,2,5,3,5,5,10,18.31
4,4,2,2,9,5,2,4,5,6,45,18.32
3,1,7,3,2,3,4,3,2,2,4,16.28
5,9,8,3,9,5,2,4,5,5,45,19.68
4,15,9,3,6,5,5,3,4,3,24,19.64
1,8,6,1,8,5,5,2,0,1,0,17.56
2,15,7,3,8,5,4,4,1,2,8,20.76
7,15,1,3,2,2,5,5,2,5,4,15.46
